Curah Hujan (mm),Ketinggian Sungai (cm),Debit Air (m³/s),Luas Resapan (%),Drainase (skor 1-10),Kondisi Cuaca,Label
69,91,299,57,6,Hujan Ringan,Tidak
184,133,472,26,5,Hujan Berat,Banjir
53,57,208,38,2,Hujan Ringan,Tidak
103,98,406,43,7,Hujan Sedang,Banjir
63,84,238,36,2,Hujan Ringan,Banjir
60,71,235,19,7,Hujan Sedang,Tidak
110,110,401,34,8,Hujan Sedang,Banjir
169,165,658,37,2,Hujan Berat,Banjir
48,62,186,54,4,Hujan Ringan,Tidak
57,79,242,55,5,Hujan Ringan,Tidak
68,83,260,58,5,Hujan Sedang,Tidak
31,51,210,44,3,Hujan Ringan,Tidak
116,137,464,78,4,Hujan Berat,Banjir
114,108,445,49,7,Hujan Sedang,Banjir
94,90,277,43,7,Hujan Sedang,Tidak
85,92,252,43,8,Hujan Sedang,Tidak
69,77,235,51,8,Hujan Ringan,Tidak
58,67,238,62,3,Hujan Ringan,Tidak
96,106,459,26,2,Hujan Sedang,Banjir
43,59,211,21,7,Hujan Ringan,Tidak
69,99,296,53,4,Hujan Ringan,Banjir
46,64,256,33,5,Hujan Ringan,Tidak
69,93,391,73,3,Hujan Sedang,Banjir
30,53,219,15,5,Hujan Ringan,Tidak
102,90,297,78,6,Hujan Sedang,Tidak
89,83,241,76,5,Hujan Sedang,Tidak
104,95,301,71,3,Hujan Sedang,Banjir
150,170,634,34,2,Hujan Berat,Banjir
84,93,350,24,6,Hujan Sedang,Banjir
113,115,332,36,2,Hujan Sedang,Banjir
81,81,331,54,7,Hujan Sedang,Tidak
125,108,463,75,3,Hujan Berat,Banjir
38,48,220,33,4,Hujan Ringan,Tidak
44,58,240,27,9,Hujan Ringan,Tidak
32,53,178,39,7,Hujan Ringan,Tidak
60,72,270,44,2,Hujan Sedang,Banjir
127,120,510,32,8,Hujan Berat,Banjir
33,64,247,27,5,Hujan Ringan,Tidak
84,105,320,19,7,Hujan Sedang,Banjir
61,65,271,46,7,Hujan Sedang,Tidak
32,46,179,23,3,Hujan Ringan,Tidak
164,156,481,31,2,Hujan Berat,Banjir
67,89,312,68,6,Hujan Ringan,Tidak
80,81,306,45,5,Hujan Sedang,Tidak
69,75,287,44,6,Hujan Ringan,Tidak
111,104,351,25,2,Hujan Sedang,Banjir
50,53,214,20,2,Hujan Ringan,Tidak
56,85,240,29,4,Hujan Ringan,Tidak
76,88,311,55,4,Hujan Sedang,Banjir
110,93,256,17,8,Hujan Sedang,Banjir
65,69,218,75,7,Hujan Ringan,Tidak
65,75,278,49,6,Hujan Sedang,Tidak
105,128,431,25,9,Hujan Sedang,Banjir
67,74,279,52,9,Hujan Sedang,Tidak
50,81,298,48,3,Hujan Ringan,Tidak
80,95,382,21,9,Hujan Sedang,Banjir
86,95,394,64,4,Hujan Sedang,Banjir
46,63,265,76,3,Hujan Ringan,Tidak
115,117,320,49,7,Hujan Sedang,Banjir
47,66,252,57,4,Hujan Ringan,Tidak
84,100,296,36,7,Hujan Sedang,Banjir
49,53,201,25,4,Hujan Ringan,Tidak
66,71,312,59,3,Hujan Ringan,Tidak
188,151,509,15,2,Hujan Berat,Banjir
50,68,293,51,8,Hujan Ringan,Tidak
31,60,219,20,6,Hujan Ringan,Tidak
70,91,291,15,6,Hujan Sedang,Banjir
33,54,154,79,4,Hujan Ringan,Tidak
69,63,240,70,5,Hujan Sedang,Tidak
37,59,265,24,8,Hujan Ringan,Tidak
38,56,169,40,2,Hujan Ringan,Tidak
59,77,285,20,5,Hujan Ringan,Banjir
147,165,551,46,8,Hujan Berat,Banjir
113,93,257,23,9,Hujan Berat,Banjir
164,164,656,54,7,Hujan Berat,Banjir
69,82,247,59,4,Hujan Ringan,Tidak
35,56,232,41,5,Hujan Ringan,Tidak
64,60,234,62,9,Hujan Ringan,Tidak
112,105,432,21,9,Hujan Sedang,Banjir
129,107,354,56,7,Hujan Berat,Banjir
66,79,256,18,8,Hujan Ringan,Tidak
163,160,462,48,6,Hujan Berat,Banjir
92,85,353,79,8,Hujan Sedang,Tidak
69,83,242,70,8,Hujan Ringan,Tidak
108,103,301,51,6,Hujan Sedang,Banjir
41,71,278,64,7,Hujan Ringan,Tidak
83,90,269,65,8,Hujan Sedang,Tidak
61,77,316,47,7,Hujan Ringan,Tidak
64,84,264,70,7,Hujan Sedang,Tidak
41,62,290,30,4,Hujan Ringan,Tidak
57,81,324,31,8,Hujan Ringan,Tidak
36,53,243,74,5,Hujan Ringan,Tidak
147,128,475,64,3,Hujan Berat,Banjir
70,80,340,51,7,Hujan Sedang,Tidak
150,135,481,51,4,Hujan Berat,Banjir
148,151,502,15,6,Hujan Berat,Banjir
58,68,292,22,8,Hujan Ringan,Tidak
120,116,319,15,6,Hujan Berat,Banjir
122,104,330,39,8,Hujan Berat,Banjir
63,90,406,65,7,Hujan Ringan,Tidak
52,72,256,77,8,Hujan Ringan,Tidak
123,114,343,55,2,Hujan Berat,Banjir
80,78,264,39,9,Hujan Sedang,Tidak
72,68,225,48,4,Hujan Sedang,Tidak
79,83,281,69,9,Hujan Sedang,Tidak
31,43,211,60,5,Hujan Ringan,Tidak
60,79,288,73,2,Hujan Sedang,Tidak
53,72,286,63,3,Hujan Ringan,Tidak
81,75,263,44,8,Hujan Sedang,Tidak
71,82,254,78,3,Hujan Sedang,Tidak
181,170,657,46,3,Hujan Berat,Banjir
47,67,259,57,5,Hujan Ringan,Tidak
68,66,238,45,6,Hujan Sedang,Tidak
101,100,312,47,6,Hujan Sedang,Banjir
88,112,394,63,4,Hujan Sedang,Banjir
124,132,525,61,3,Hujan Berat,Banjir
67,76,251,60,3,Hujan Sedang,Tidak
177,172,598,61,6,Hujan Berat,Banjir
102,108,338,65,5,Hujan Sedang,Banjir
118,112,387,69,8,Hujan Sedang,Banjir
64,72,275,35,6,Hujan Sedang,Tidak
48,77,237,26,2,Hujan Ringan,Banjir
112,112,418,29,4,Hujan Berat,Banjir
86,91,360,59,5,Hujan Sedang,Banjir
120,131,456,53,9,Hujan Berat,Banjir
131,111,426,79,3,Hujan Berat,Banjir
108,110,324,65,6,Hujan Sedang,Banjir
145,145,590,61,2,Hujan Berat,Banjir
73,87,320,21,9,Hujan Sedang,Tidak
78,91,365,17,9,Hujan Sedang,Banjir
72,88,356,16,6,Hujan Sedang,Banjir
97,96,372,77,5,Hujan Sedang,Banjir
46,66,247,62,8,Hujan Ringan,Tidak
60,69,284,44,2,Hujan Sedang,Banjir
93,104,307,68,9,Hujan Sedang,Tidak
125,123,513,47,5,Hujan Berat,Banjir
35,65,234,71,7,Hujan Ringan,Tidak
95,92,365,75,3,Hujan Sedang,Banjir
64,84,340,41,8,Hujan Ringan,Tidak
110,135,389,36,3,Hujan Berat,Banjir
34,48,163,16,8,Hujan Ringan,Tidak
85,104,333,70,8,Hujan Sedang,Tidak
195,185,475,55,4,Hujan Berat,Banjir
62,71,249,15,4,Hujan Ringan,Banjir
76,87,325,27,8,Hujan Sedang,Tidak
59,73,237,41,5,Hujan Ringan,Tidak
58,73,295,52,8,Hujan Ringan,Tidak
44,60,190,49,9,Hujan Ringan,Tidak
64,75,249,71,6,Hujan Sedang,Tidak
118,126,495,30,6,Hujan Sedang,Banjir
103,107,444,35,4,Hujan Sedang,Banjir
101,94,296,59,5,Hujan Sedang,Banjir
52,67,199,79,2,Hujan Ringan,Tidak
62,67,232,45,2,Hujan Ringan,Tidak
90,98,391,40,6,Hujan Sedang,Banjir
92,80,278,49,3,Hujan Sedang,Banjir
80,91,349,73,2,Hujan Sedang,Banjir
72,78,258,56,5,Hujan Sedang,Tidak
132,105,353,48,2,Hujan Berat,Banjir
159,155,446,42,7,Hujan Berat,Banjir
76,82,351,51,2,Hujan Sedang,Banjir
118,124,441,24,3,Hujan Sedang,Banjir
101,94,368,70,9,Hujan Sedang,Tidak
62,71,229,55,9,Hujan Sedang,Tidak
62,91,350,23,6,Hujan Ringan,Banjir
59,76,319,17,5,Hujan Ringan,Banjir
49,64,248,77,9,Hujan Ringan,Tidak
115,115,301,78,5,Hujan Sedang,Banjir
178,174,570,54,7,Hujan Berat,Banjir
88,80,254,61,3,Hujan Sedang,Tidak
69,79,276,23,6,Hujan Ringan,Tidak
43,65,227,21,6,Hujan Ringan,Tidak
84,84,360,43,9,Hujan Sedang,Tidak
115,118,477,21,8,Hujan Sedang,Banjir
42,53,207,75,3,Hujan Ringan,Tidak
98,109,415,15,7,Hujan Sedang,Banjir
87,103,360,27,8,Hujan Sedang,Banjir
89,78,323,28,3,Hujan Sedang,Banjir
31,55,218,66,8,Hujan Ringan,Tidak
36,67,288,49,6,Hujan Ringan,Tidak
92,114,327,72,7,Hujan Sedang,Tidak
96,85,274,77,8,Hujan Sedang,Tidak
69,78,319,60,9,Hujan Ringan,Tidak
160,166,507,45,2,Hujan Berat,Banjir
99,116,476,53,5,Hujan Sedang,Banjir
86,82,293,33,8,Hujan Sedang,Tidak
72,98,325,76,2,Hujan Sedang,Banjir
116,109,312,66,2,Hujan Sedang,Banjir
114,114,312,59,8,Hujan Sedang,Banjir
126,131,347,76,5,Hujan Berat,Banjir
64,81,360,42,3,Hujan Ringan,Banjir
66,73,226,30,8,Hujan Ringan,Tidak
85,103,336,63,6,Hujan Sedang,Tidak
69,83,352,70,6,Hujan Sedang,Tidak
114,132,414,57,8,Hujan Sedang,Banjir
79,96,282,24,9,Hujan Sedang,Tidak
67,90,269,48,9,Hujan Ringan,Tidak
93,93,345,51,4,Hujan Sedang,Banjir
53,71,250,30,4,Hujan Ringan,Tidak
52,65,238,34,5,Hujan Ringan,Tidak
86,98,265,65,5,Hujan Sedang,Tidak
186,167,559,33,5,Hujan Berat,Banjir
41,56,182,15,3,Hujan Ringan,Tidak
164,162,481,38,6,Hujan Berat,Banjir
63,75,322,33,8,Hujan Ringan,Tidak
164,133,455,47,4,Hujan Berat,Banjir
123,115,390,53,7,Hujan Berat,Banjir
166,129,365,56,5,Hujan Berat,Banjir
181,151,522,70,9,Hujan Berat,Banjir
73,97,325,74,8,Hujan Sedang,Tidak
83,82,233,44,4,Hujan Sedang,Tidak
42,57,244,77,6,Hujan Ringan,Tidak
80,98,284,62,9,Hujan Sedang,Tidak
116,118,397,19,2,Hujan Berat,Banjir
35,65,190,46,7,Hujan Ringan,Tidak
48,60,226,73,7,Hujan Ringan,Tidak
37,63,212,72,2,Hujan Ringan,Tidak
58,71,317,45,3,Hujan Ringan,Tidak
47,56,215,75,5,Hujan Ringan,Tidak
124,100,344,78,2,Hujan Berat,Banjir
149,144,442,48,7,Hujan Berat,Banjir
196,177,502,39,6,Hujan Berat,Banjir
47,65,248,50,5,Hujan Ringan,Tidak
47,59,181,28,8,Hujan Ringan,Tidak
72,85,246,55,6,Hujan Sedang,Tidak
72,84,227,48,7,Hujan Sedang,Tidak
92,83,275,19,2,Hujan Sedang,Banjir
31,50,145,57,9,Hujan Ringan,Tidak
48,72,331,20,4,Hujan Ringan,Banjir
67,76,253,64,3,Hujan Ringan,Tidak
124,124,446,15,4,Hujan Berat,Banjir
103,87,344,26,5,Hujan Sedang,Banjir
188,147,595,20,7,Hujan Berat,Banjir
75,82,239,68,7,Hujan Sedang,Tidak
110,95,329,51,2,Hujan Sedang,Banjir
158,173,613,71,7,Hujan Berat,Banjir
49,71,241,33,3,Hujan Ringan,Tidak
104,101,360,57,9,Hujan Sedang,Tidak
149,149,586,56,3,Hujan Berat,Banjir
50,71,281,40,2,Hujan Ringan,Tidak
41,52,200,76,8,Hujan Ringan,Tidak
35,67,254,24,6,Hujan Ringan,Tidak
61,78,276,33,5,Hujan Ringan,Tidak
102,95,390,35,8,Hujan Sedang,Banjir
150,132,470,62,9,Hujan Berat,Banjir
147,143,397,27,4,Hujan Berat,Banjir
33,61,201,17,8,Hujan Ringan,Tidak
64,71,233,33,6,Hujan Sedang,Tidak
68,84,254,21,7,Hujan Ringan,Tidak
125,147,407,75,6,Hujan Berat,Banjir
60,86,294,45,3,Hujan Ringan,Banjir
38,50,177,48,4,Hujan Ringan,Tidak
64,67,218,61,6,Hujan Sedang,Tidak
197,178,650,25,9,Hujan Berat,Banjir
62,81,327,18,3,Hujan Ringan,Banjir
73,86,356,29,7,Hujan Sedang,Banjir
152,132,381,79,6,Hujan Berat,Banjir
152,137,507,73,8,Hujan Berat,Banjir
117,132,556,52,5,Hujan Berat,Banjir
189,154,427,42,6,Hujan Berat,Banjir
184,183,752,49,2,Hujan Berat,Banjir
68,85,351,36,9,Hujan Ringan,Tidak
82,92,277,41,3,Hujan Sedang,Banjir
184,151,444,74,3,Hujan Berat,Banjir
150,154,479,38,3,Hujan Berat,Banjir
56,82,338,64,8,Hujan Ringan,Tidak
62,62,200,34,9,Hujan Ringan,Tidak
78,102,371,60,8,Hujan Sedang,Tidak
48,64,264,25,4,Hujan Ringan,Tidak
173,165,529,33,9,Hujan Berat,Banjir
39,57,259,65,3,Hujan Ringan,Tidak
119,130,365,19,8,Hujan Sedang,Banjir
49,69,289,64,4,Hujan Ringan,Tidak
42,66,211,50,3,Hujan Ringan,Tidak
190,170,629,76,2,Hujan Berat,Banjir
54,60,228,18,6,Hujan Ringan,Tidak
135,141,604,41,4,Hujan Berat,Banjir
47,75,335,47,5,Hujan Ringan,Tidak
56,69,298,48,2,Hujan Ringan,Tidak
67,89,288,76,9,Hujan Ringan,Tidak
49,58,173,44,2,Hujan Ringan,Tidak
62,77,303,77,9,Hujan Ringan,Tidak
60,67,210,76,7,Hujan Sedang,Tidak
68,88,272,38,2,Hujan Sedang,Banjir
37,59,260,17,2,Hujan Ringan,Tidak
119,106,439,17,6,Hujan Sedang,Banjir
49,72,234,28,3,Hujan Ringan,Tidak
67,86,284,77,4,Hujan Sedang,Tidak
73,96,282,37,4,Hujan Sedang,Banjir
64,68,254,27,2,Hujan Ringan,Banjir
73,85,285,57,3,Hujan Sedang,Tidak
171,175,567,48,6,Hujan Berat,Banjir
89,82,343,56,4,Hujan Sedang,Banjir
166,153,423,53,9,Hujan Berat,Banjir
32,46,194,17,6,Hujan Ringan,Tidak
129,114,323,46,7,Hujan Berat,Banjir
66,65,220,70,3,Hujan Ringan,Tidak
126,143,440,37,3,Hujan Berat,Banjir
115,116,457,24,9,Hujan Berat,Banjir
42,69,271,55,3,Hujan Ringan,Tidak
103,118,355,36,8,Hujan Sedang,Banjir
132,115,424,67,8,Hujan Berat,Banjir
37,71,262,79,6,Hujan Ringan,Tidak
160,175,497,65,9,Hujan Berat,Banjir
88,97,291,15,2,Hujan Sedang,Banjir
52,78,225,63,2,Hujan Ringan,Tidak
62,81,249,21,3,Hujan Ringan,Banjir
30,65,201,24,9,Hujan Ringan,Tidak
76,82,321,49,8,Hujan Sedang,Tidak
184,174,733,76,9,Hujan Berat,Banjir
63,76,207,55,6,Hujan Ringan,Tidak
62,76,316,23,8,Hujan Sedang,Tidak
103,109,444,28,4,Hujan Sedang,Banjir
141,145,581,37,7,Hujan Berat,Banjir
90,87,270,18,9,Hujan Sedang,Tidak
77,82,240,60,5,Hujan Sedang,Tidak
58,74,212,62,7,Hujan Ringan,Tidak
69,81,324,76,3,Hujan Sedang,Tidak
60,72,311,77,3,Hujan Ringan,Tidak
43,49,222,27,2,Hujan Ringan,Tidak
39,49,178,57,8,Hujan Ringan,Tidak
190,174,699,76,3,Hujan Berat,Banjir
30,45,162,48,8,Hujan Ringan,Tidak
64,76,324,60,6,Hujan Sedang,Tidak
72,80,260,70,4,Hujan Sedang,Tidak
114,109,423,21,3,Hujan Sedang,Banjir
130,116,473,51,2,Hujan Berat,Banjir
96,112,358,22,9,Hujan Sedang,Banjir
108,96,361,41,8,Hujan Sedang,Banjir
40,64,233,76,8,Hujan Ringan,Tidak
38,62,247,24,3,Hujan Ringan,Tidak
62,76,295,36,5,Hujan Sedang,Tidak
92,112,350,52,6,Hujan Sedang,Banjir
44,66,275,47,7,Hujan Ringan,Tidak
45,66,260,63,8,Hujan Ringan,Tidak
83,95,268,29,4,Hujan Sedang,Banjir
195,187,682,36,9,Hujan Berat,Banjir
66,89,264,57,4,Hujan Ringan,Tidak
62,82,362,30,3,Hujan Ringan,Banjir
46,57,172,68,7,Hujan Ringan,Tidak
60,74,300,64,3,Hujan Ringan,Tidak
141,120,453,62,9,Hujan Berat,Banjir
66,86,287,46,4,Hujan Sedang,Tidak
63,70,279,45,5,Hujan Ringan,Tidak
56,61,232,38,9,Hujan Ringan,Tidak
184,152,448,70,2,Hujan Berat,Banjir
150,142,401,28,6,Hujan Berat,Banjir
64,88,257,66,7,Hujan Ringan,Tidak
111,132,495,73,5,Hujan Sedang,Banjir
64,84,283,61,3,Hujan Sedang,Tidak
54,70,292,41,4,Hujan Ringan,Tidak
95,106,411,46,3,Hujan Sedang,Banjir
54,71,217,30,7,Hujan Ringan,Tidak
37,70,211,76,2,Hujan Ringan,Tidak
142,138,400,63,3,Hujan Berat,Banjir
36,62,279,15,7,Hujan Ringan,Tidak
86,96,375,18,9,Hujan Sedang,Banjir
68,73,276,66,2,Hujan Ringan,Tidak
64,79,314,18,7,Hujan Sedang,Tidak
57,61,218,32,2,Hujan Ringan,Tidak
105,114,447,76,7,Hujan Sedang,Banjir
73,82,243,31,2,Hujan Sedang,Banjir
42,48,195,70,7,Hujan Ringan,Tidak
154,146,455,16,4,Hujan Berat,Banjir
105,86,262,63,5,Hujan Sedang,Tidak
67,82,295,59,6,Hujan Sedang,Tidak
67,82,247,44,2,Hujan Ringan,Banjir
163,180,694,37,3,Hujan Berat,Banjir
151,114,459,43,7,Hujan Berat,Banjir
56,70,287,26,6,Hujan Ringan,Tidak
48,64,290,34,2,Hujan Ringan,Banjir
31,65,193,36,4,Hujan Ringan,Tidak
87,107,445,47,3,Hujan Sedang,Banjir
96,113,342,40,8,Hujan Sedang,Banjir
112,128,385,71,9,Hujan Sedang,Banjir
57,71,261,55,7,Hujan Ringan,Tidak
36,62,250,53,4,Hujan Ringan,Tidak
147,118,352,18,4,Hujan Berat,Banjir
50,57,260,23,5,Hujan Ringan,Tidak
187,159,498,66,4,Hujan Berat,Banjir
103,89,378,79,8,Hujan Sedang,Tidak
53,82,284,37,9,Hujan Ringan,Tidak
145,145,421,58,8,Hujan Berat,Banjir
66,77,270,15,3,Hujan Ringan,Banjir
51,67,289,27,3,Hujan Ringan,Banjir
87,88,346,67,2,Hujan Sedang,Banjir
100,86,302,36,7,Hujan Sedang,Banjir
54,71,298,37,5,Hujan Ringan,Tidak
112,116,384,58,2,Hujan Sedang,Banjir
40,55,216,48,8,Hujan Ringan,Tidak
65,65,245,71,7,Hujan Ringan,Tidak
68,89,293,54,2,Hujan Sedang,Banjir
41,58,234,31,7,Hujan Ringan,Tidak
75,82,317,23,3,Hujan Sedang,Banjir
147,151,457,36,8,Hujan Berat,Banjir
46,62,210,25,8,Hujan Ringan,Tidak
110,122,451,76,4,Hujan Sedang,Banjir
138,136,407,35,2,Hujan Berat,Banjir
56,59,201,58,4,Hujan Ringan,Tidak
65,71,275,16,5,Hujan Ringan,Banjir
90,100,313,32,8,Hujan Sedang,Banjir
57,70,275,32,8,Hujan Ringan,Tidak
64,72,239,65,8,Hujan Sedang,Tidak
80,90,278,28,9,Hujan Sedang,Tidak
141,127,408,57,8,Hujan Berat,Banjir
41,57,204,24,3,Hujan Ringan,Tidak
151,121,324,40,5,Hujan Berat,Banjir
84,93,381,45,8,Hujan Sedang,Tidak
117,119,382,50,9,Hujan Sedang,Banjir
62,90,293,58,7,Hujan Sedang,Tidak
96,103,453,40,2,Hujan Sedang,Banjir
56,76,274,38,7,Hujan Ringan,Tidak
36,53,220,68,2,Hujan Ringan,Tidak
34,67,219,23,6,Hujan Ringan,Tidak
50,70,227,69,6,Hujan Ringan,Tidak
62,60,171,43,2,Hujan Ringan,Tidak
55,80,338,67,4,Hujan Ringan,Tidak
65,76,224,23,4,Hujan Sedang,Tidak
64,84,270,18,8,Hujan Ringan,Tidak
94,89,253,73,6,Hujan Sedang,Tidak
173,136,385,31,2,Hujan Berat,Banjir
142,146,510,59,4,Hujan Berat,Banjir
116,125,393,19,7,Hujan Sedang,Banjir
95,107,335,35,7,Hujan Sedang,Banjir
114,102,400,76,7,Hujan Berat,Banjir
98,83,316,70,2,Hujan Sedang,Banjir
161,158,577,76,3,Hujan Berat,Banjir
43,67,278,52,3,Hujan Ringan,Tidak
38,50,150,33,2,Hujan Ringan,Tidak
91,103,392,46,8,Hujan Sedang,Banjir
63,86,364,23,8,Hujan Ringan,Tidak
124,132,528,67,9,Hujan Berat,Banjir
41,51,188,51,8,Hujan Ringan,Tidak
109,123,408,49,3,Hujan Sedang,Banjir
80,90,359,17,7,Hujan Sedang,Banjir
117,108,301,53,2,Hujan Sedang,Banjir
67,65,258,48,2,Hujan Ringan,Tidak
59,73,217,48,4,Hujan Ringan,Tidak
90,112,403,24,5,Hujan Sedang,Banjir
68,79,237,67,8,Hujan Sedang,Tidak
33,55,248,65,4,Hujan Ringan,Tidak
42,68,229,69,4,Hujan Ringan,Tidak
45,52,210,63,9,Hujan Ringan,Tidak
50,79,247,55,6,Hujan Ringan,Tidak
38,60,210,37,8,Hujan Ringan,Tidak
114,110,395,44,3,Hujan Sedang,Banjir
61,79,234,48,8,Hujan Ringan,Tidak
68,74,266,22,8,Hujan Ringan,Tidak
79,90,390,62,6,Hujan Sedang,Tidak
106,104,342,42,6,Hujan Sedang,Banjir
73,82,233,34,4,Hujan Sedang,Banjir
79,101,372,76,2,Hujan Sedang,Banjir
167,154,479,36,7,Hujan Berat,Banjir
67,79,258,60,2,Hujan Ringan,Tidak
58,74,303,23,8,Hujan Ringan,Tidak
182,171,494,18,9,Hujan Berat,Banjir
73,98,388,52,9,Hujan Sedang,Tidak
53,77,242,32,5,Hujan Ringan,Tidak
53,78,318,28,5,Hujan Ringan,Tidak
138,134,457,41,3,Hujan Berat,Banjir
39,43,154,27,2,Hujan Ringan,Tidak
100,101,299,68,7,Hujan Sedang,Tidak
30,53,199,72,8,Hujan Ringan,Tidak
43,66,253,48,9,Hujan Ringan,Tidak
44,62,269,45,9,Hujan Ringan,Tidak
39,66,218,37,7,Hujan Ringan,Tidak
108,115,484,17,8,Hujan Sedang,Banjir
96,105,327,17,7,Hujan Sedang,Banjir
145,151,631,47,5,Hujan Berat,Banjir
118,121,402,24,4,Hujan Sedang,Banjir
160,136,486,40,8,Hujan Berat,Banjir
116,131,372,46,5,Hujan Sedang,Banjir
44,63,228,31,8,Hujan Ringan,Tidak
32,54,250,76,6,Hujan Ringan,Tidak
66,85,364,61,4,Hujan Ringan,Tidak
62,67,289,17,5,Hujan Ringan,Banjir
117,117,420,72,5,Hujan Sedang,Banjir
83,101,373,54,2,Hujan Sedang,Banjir
76,93,335,30,6,Hujan Sedang,Banjir
182,150,398,49,8,Hujan Berat,Banjir
78,94,360,77,4,Hujan Sedang,Tidak
133,130,510,59,6,Hujan Berat,Banjir
112,110,444,46,3,Hujan Sedang,Banjir
67,88,352,49,3,Hujan Ringan,Banjir
100,86,376,28,2,Hujan Sedang,Banjir
98,116,422,49,3,Hujan Sedang,Banjir
158,147,616,35,6,Hujan Berat,Banjir
114,135,497,41,7,Hujan Berat,Banjir
48,70,242,42,7,Hujan Ringan,Tidak
33,61,253,35,3,Hujan Ringan,Tidak
79,95,326,17,5,Hujan Sedang,Banjir
194,162,512,65,5,Hujan Berat,Banjir
165,172,608,69,4,Hujan Berat,Banjir
66,80,312,16,4,Hujan Sedang,Banjir
119,119,489,16,2,Hujan Sedang,Banjir
138,119,335,65,2,Hujan Berat,Banjir
134,127,480,51,9,Hujan Berat,Banjir
112,131,511,15,5,Hujan Berat,Banjir
105,111,444,73,3,Hujan Sedang,Banjir
67,67,264,53,5,Hujan Ringan,Tidak
41,70,300,63,9,Hujan Ringan,Tidak
50,55,189,36,2,Hujan Ringan,Tidak
57,73,289,34,9,Hujan Ringan,Tidak
67,83,335,76,4,Hujan Sedang,Tidak
179,151,478,52,8,Hujan Berat,Banjir
38,61,245,18,2,Hujan Ringan,Tidak
122,119,332,34,4,Hujan Berat,Banjir
170,163,587,24,7,Hujan Berat,Banjir
54,69,277,57,5,Hujan Ringan,Tidak
56,67,244,79,7,Hujan Ringan,Tidak
39,61,260,44,3,Hujan Ringan,Tidak
117,107,419,71,5,Hujan Sedang,Banjir
77,89,246,47,4,Hujan Sedang,Tidak
61,69,276,73,7,Hujan Sedang,Tidak
140,151,542,61,5,Hujan Berat,Banjir
41,61,229,28,4,Hujan Ringan,Tidak
66,75,286,15,8,Hujan Ringan,Tidak
104,130,539,20,2,Hujan Sedang,Banjir
113,109,319,59,7,Hujan Berat,Banjir
143,119,342,77,6,Hujan Berat,Banjir
130,140,445,16,8,Hujan Berat,Banjir
55,64,204,50,5,Hujan Ringan,Tidak
86,90,275,45,8,Hujan Sedang,Tidak
87,93,366,60,6,Hujan Sedang,Tidak
89,82,244,42,7,Hujan Sedang,Tidak
86,85,288,76,5,Hujan Sedang,Tidak
74,100,420,58,9,Hujan Sedang,Tidak
32,55,164,76,2,Hujan Ringan,Tidak
43,69,232,70,3,Hujan Ringan,Tidak
112,111,395,29,4,Hujan Berat,Banjir
180,140,531,57,7,Hujan Berat,Banjir
46,64,239,66,5,Hujan Ringan,Tidak
185,172,707,19,6,Hujan Berat,Banjir
58,69,251,52,4,Hujan Ringan,Tidak
73,93,289,24,8,Hujan Sedang,Tidak
93,105,412,33,7,Hujan Sedang,Banjir
143,129,512,51,4,Hujan Berat,Banjir
79,91,333,58,3,Hujan Sedang,Banjir
96,88,271,66,2,Hujan Sedang,Banjir
55,76,280,48,5,Hujan Ringan,Tidak
197,147,465,49,9,Hujan Berat,Banjir
44,65,220,26,3,Hujan Ringan,Tidak
135,120,338,46,9,Hujan Berat,Banjir
41,66,228,30,2,Hujan Ringan,Tidak
87,89,336,72,6,Hujan Sedang,Tidak
42,65,213,47,3,Hujan Ringan,Tidak
143,136,404,41,4,Hujan Berat,Banjir
60,72,229,65,4,Hujan Sedang,Tidak
172,137,378,54,4,Hujan Berat,Banjir
53,64,183,53,6,Hujan Ringan,Tidak
35,62,195,76,7,Hujan Ringan,Tidak
103,102,319,39,7,Hujan Sedang,Banjir
87,83,318,36,6,Hujan Sedang,Banjir
84,100,406,34,2,Hujan Sedang,Banjir
154,130,530,58,9,Hujan Berat,Banjir
71,80,356,78,5,Hujan Sedang,Tidak
37,64,273,77,5,Hujan Ringan,Tidak
73,83,334,47,8,Hujan Sedang,Tidak
108,113,441,17,3,Hujan Sedang,Banjir
42,50,236,20,8,Hujan Ringan,Tidak
64,82,280,60,2,Hujan Sedang,Tidak
43,64,279,60,9,Hujan Ringan,Tidak
60,77,235,25,6,Hujan Sedang,Tidak
104,116,322,53,4,Hujan Sedang,Banjir
63,70,312,22,9,Hujan Ringan,Tidak
92,107,399,37,2,Hujan Sedang,Banjir
113,117,420,75,6,Hujan Sedang,Banjir
53,69,244,40,3,Hujan Ringan,Tidak
172,155,638,77,6,Hujan Berat,Banjir
110,106,336,60,2,Hujan Sedang,Banjir
52,72,276,66,7,Hujan Ringan,Tidak
106,87,258,65,8,Hujan Sedang,Tidak
165,177,691,65,8,Hujan Berat,Banjir
34,48,175,66,5,Hujan Ringan,Tidak
132,147,521,74,4,Hujan Berat,Banjir
31,45,206,54,8,Hujan Ringan,Tidak
53,79,311,17,9,Hujan Ringan,Tidak
57,76,250,40,8,Hujan Ringan,Tidak
65,93,355,68,3,Hujan Ringan,Banjir
83,79,353,66,3,Hujan Sedang,Banjir
61,63,225,69,4,Hujan Sedang,Tidak
79,104,422,30,4,Hujan Sedang,Banjir
197,179,595,21,4,Hujan Berat,Banjir
32,53,197,78,2,Hujan Ringan,Tidak
69,88,236,66,4,Hujan Ringan,Tidak
